Area	Area_Name	Grid_Value	Comb_Value	NVCMES	EVT_Value	Class_Name	Description
2	Alaska	44	644	02.C.2.D025M055E644	2606	Western North American Boreal Dry Aspen-Steppe Bluff	This ecological system occurs commonly on moderately steep to very steep, south-facing slopes and windswept bluffs throughout the boreal and boreal transition regions of Alaska. Generally, the substrate is steep, unstable, dry mineral soil. This system is common above major rivers and is often associated with river bluffs above treeline. Soils are typically well-drained to excessively well-drained and develop on glacial, loess, or fluvial deposits or residual material. Soils are often unstable and rocky; outcrops are common. The system is a mosaic of open forests or woodlands, low shrub-dominated patches, or dry meadows. At increasing elevation, trees become less important, and at subalpine or low alpine locations, shrubs are the dominant lifeform. Tree patches are dominated by Populus tremuloides, but Picea glauca may also be present. Patches of low-shrub and dry herbaceous communities are interspersed within the aspen forest, where it occurs. Common shrubs include Artemisia frigida, Artemisia alaskana, Juniperus communis, and Arctostaphylos uva-ursi. Important grasses include Pseudoroegneria spicata (= Agropyron spicatum), Bromus inermis var. pumpellianus (= Bromus pumpellianus), Calamagrostis purpurascens, Festuca altaica, and Poa spp.
2	Alaska	45	645	02.C.2.D025M055E645	2612	Western North American Boreal Dry Grassland	This system occurs across the boreal and boreal transition regions of Alaska on dry sideslopes or well-drained lowland sites. Soils are well-drained to excessively drained and permafrost is absent. These sites are typically dominated by grasses, though forbs may codominate on some sites. Shrub cover is less than 25%. Common species include Festuca altaica, Festuca rubra, Calamagrostis purpurascens, Leymus innovatus (= Elymus innovatus), Artemisia frigida, and Achillea spp.
2	Alaska	46	646	02.C.2.D025M055E646	2610	Western North American Boreal Mesic Scrub Birch-Willow Shrubland	This ecological system occurs throughout the boreal and boreal transition regions of Alaska on mesic sites on mid- to upper slopes, above treeline and on flats and sideslopes. Betula nana usually dominates the shrub layer, but Vaccinium uliginosum, Ledum palustre ssp. decumbens, Salix pulchra, Salix barclayi, or other Salix spp. may also be common. Salix spp. may occasionally be dominant. Dwarf-shrubs such as Empetrum nigrum and Vaccinium vitis-idaea may be common under the low-shrub layer. Herbaceous species are sparse, but feathermosses (Hylocomium splendens and Pleurozium schreberi) and lichens may be common. Sites with organic soils are not included in this type.
2	Alaska	47	647	02.C.2.D025M055E647	2611	Western North American Sub-boreal Mesic Bluejoint Meadow	This ecological system occurs throughout the boreal and boreal transition regions of Alaska, and extends south and east into western Canada. Soils are typically fine-textured mineral and may be poorly drained (on flats) to well-drained (on sideslopes). In the boreal transition region, mesic Calamagrostis canadensis meadows often occur near treeline interspersed with subalpine tall shrub. Its elevational limit is just above the limit of tall shrubs (within 100 m). This system appears to be less common north of the Alaska Range. Mesic meadows also occur as seral stages in drained lakebeds, or after disturbance such as fire or logging. The vegetation is usually dense, with canopy height of 0.8 to 1.4 m, occasionally reaching 2 m. Species composition ranges from nearly pure stands of Calamagrostis canadensis to mixtures of Calamagrostis canadensis with forbs, such as Chamerion angustifolium. Forb- or fern -dominated patches also occur. Common forbs and ferns include Heracleum maximum, Thalictrum spp., Veratrum viride, Angelica lucida, Athyrium filix-femina, Dryopteris expansa, and Equisetum arvense. Short-term mesic meadow seral stages, such as post-fire Chamerion angustifolium, are considered seral stages of the forested system they replaced and not included in this description.
2	Alaska	48	648	02.C.3.D027M058E648	2671	Aleutian American Dunegrass Grassland	Sites are level to steep. The substrates are commonly dunes or shallow to deep eolian sand deposits over bedrock, sometimes 2 km inland. This system is not subjected to typical coastal processes such as overwash. The sites may be unstable, including eroding coastal bluffs and isolated blowouts. Other sites have loamy soils on colluvium that are nutrient-enriched by seabirds. Sites may or may not receive salt spray. Patch size is small to large. Leymus mollis cover is >25%, and the sites are not part of Aleutian Marine Beach and Beach Meadow (CES105.239). Other dominant or codominant species include Festuca rubra, Heracleum maximum, Ligusticum scoticum, Angelica lucida, and Claytonia sibirica. Some sites have 1- to 2-foot tall tussocks. Recent research has shown that the abundance of graminoids in the Aleutian Islands has been significantly reduced due to a reduction in nutrient inputs from seabird colonies; where seabirds have been impacted by introduced predators, the cover of graminoid species is lower.
2	Alaska	49	649	02.C.3.D027M058E649	2725	Aleutian Marine Beach and Beach Meadow	This ecological system consists of coastal beaches, beach dunes, and vegetation that has stabilized sand deposits. Cobble beaches are also included. Soils are dry to mesic (occasionally tidally inundated) and typically sandy. Patch size is small to moderate and often linear. This system sometimes grades into sandy loess deposits on rolling hills dominated Aleutian American Dunegrass Grassland (CES105.233). Three different vegetation types occur in this system: salt-tolerant forb communities, Leymus mollis grasslands, and Empetrum nigrum shrublands. Bare sand or cobble are also common. Salt-tolerant forb communities occur just above mean high tide and are dominated or codominated by Cochlearia groenlandica, Achillea millefolium var. borealis, Honckenya peploides, and/or Mertensia maritima. As dune height and distance from the ocean increase, sites are dominated by Leymus mollis communities that may include near-monocultures of Leymus mollis to more species-rich associations, including Leymus mollis, Lathyrus japonicus var. maritimus, Achillea millefolium var. borealis, Festuca rubra, Fragaria chiloensis, Senecio pseudoarnica, Deschampsia beringensis, Heracleum maximum, and Poa eminens. Empetrum nigrum-dominated communities often grow in narrow stringers on the older beach ridges behind the Leymus mollis zone. Herbaceous species are common, including Cornus suecica. The Leymus mollis and Empetrum nigrum existing vegetation types are above the high tide line but still experience storm surges, high winds and salt spray.
2	Alaska	50	650	02.C.3.D027M058E650	2716	Aleutian Rocky Headland and Sea Cliff	This ecological system includes rocky headlands and sea cliffs. Sea cliffs typically occur below 50 m elevation; however, on some extremely exposed cliffs, such as those on outer headlands, salt spray from winter storms may affect cliffs at 100-200 m elevation. Vegetation cover is typically sparse to absent. Frequent exposure to salt spray distinguishes this system from inland and alpine rock outcrops and cliffs. In addition to salt spray, wind and wave erosion, desiccation, and slope failures create a harsh growing environment. Forbs, grasses and shrubs establish on ledges and in cracks. On Amchitka Island, Shacklette et al. (1969) described several sea cliff communities, including Eurhynchium-Puccinellia-Caloplaca, Potentiea-Draba-Saxifraga, Xanthoria-Ramalina, and (on less steep cliffs) Leymus-Ligusticum-Anemone. On the Alaska Peninsula, dominance may shift to Alnus viridis ssp. sinuata, Rubus spectabilis, Aruncus dioicus var. acuminatus, Heuchera glabra, Potentilla villosa, Phegopteris connectilis, Carex macrochaeta, Deschampsia spp., Lupinus nootkatensis, Campanula spp., and Chamerion latifolium.
2	Alaska	51	651	02.C.3.D027M-NeE651	2709	Alaska Arctic Marine Beach and Beach Meadow	This system consists of coastal beaches, beach dunes, and vegetation that has stabilized sand or cobble deposits. Soils are dry to mesic and typically sandy. Patch size is small to moderate and often linear. Two different physiognomic structures are found in the system: Leymus mollis grasslands and dwarf-shrublands; bare sand or cobble are also common. Salt-tolerant forb communities occur just above mean high tide and are dominated or codominated by Cochlearia groenlandica, Achillea millefolium var. borealis, Honckenya peploides, and/or Mertensia maritima. As dune height and distance from the ocean increase, sites are dominated by Leymus mollis communities that may include near-monocultures of Leymus mollis to more species-rich associations including Leymus mollis, Lathyrus japonicus var. maritimus (= Lathyrus maritimus), and Poa eminens. Older dunes support dwarf-shrubs (primarily Empetrum nigrum) mixed with herbaceous species which often grow in narrow stringers on the older beach ridges behind the Leymus mollis zone. Lathyrus japonicus var. maritimus, Conioselinum chinense, and Cnidium cnidiifolium are uncommon east of Cape Lisburne. The Leymus mollis and Empetrum nigrum zones are above the high tide line but still experience storm surges, high winds and salt spray.
2	Alaska	52	652	02.C.4.D029M062E652	2703	Alaska Arctic Dwarf-Shrub-Sphagnum Peatland	This ecological system occurs primarily on the Yukon-Kuskokwim Delta and the Kotzebue Sound lowlands ecoregions on flat permafrost plateaus and raised bogs. Soils are poorly drained and acidic, typically with a well-developed peat layer. Permafrost is present. Patch size is small to large. Dwarf- and low shrub cover is >25%, Sphagnum spp. cover is >25%, and lichen cover is <25%. The dominant dwarf-shrubs are Betula nana and Ledum palustre ssp. decumbens. Other species include Empetrum nigrum, Chamaedaphne calyculata, Vaccinium uliginosum, Salix pulchra, Spiraea stevenii (= Spiraea beauverdiana), Vaccinium vitis-idaea, Arctostaphylos spp., Eriophorum spp., Carex aquatilis, and Carex microchaeta.
2	Alaska	53	653	02.C.4.D029M062E653	2702	Alaska Arctic Wet Sedge-Sphagnum Peatland	This system occurs on the Yukon-Kuskokwim Delta and the Kotzebue Sound lowlands ecoregions. It is common in wet depressions and old lake basins. Soils are poorly drained and acidic, typically with a well-developed peat layer. Permafrost may be present. Patch size is small to large. Sphagnum cover is >25% (usually continuous), and herbaceous species (primarily sedges) cover is >25%. The dominant sedges are Eriophorum spp. and Carex utriculata. Other common species include Betula nana, Comarum palustre (= Potentilla palustris), and Equisetum fluviatile.
2	Alaska	54	654	02.C.4.D029M062E654	2621	Western North American Boreal Black Spruce Dwarf-Tree Peatland	This system occurs in the boreal and boreal transition regions of Alaska in valley bottoms and on abandoned floodplains and includes treed bogs (and poor fens) and other organic-rich lowland black spruce forests. Sites are generally flat to gently sloping terrain, on slopes up to 8 degrees. Soils are poorly drained and acidic, often with a well-developed peat layer. Permafrost is generally present and may form permafrost plateaus supporting the system in boreal Alaska but is generally absent in the boreal transition region. The forest canopy is typically open to woodland and trees are generally stunted. Common species include Picea mariana, Ledum palustre ssp. decumbens, Ledum groenlandicum, Andromeda polifolia, Betula nana, Empetrum nigrum, Vaccinium vitis-idaea, Vaccinium uliginosum, Chamaedaphne calyculata, Carex pluriflora, Carex spp., Eriophorum angustifolium, Calamagrostis canadensis, and Sphagnum spp. The major disturbances in this type are fire and thermokarst collapse.
2	Alaska	55	655	02.C.4.D029M062E655	2623	Western North American Boreal Black Spruce-Tamarack Fen	This ecological system occurs in lowlands across boreal Alaska and includes treed fens and other organic-rich lowland black spruce-tamarack forests. Soils are poorly drained and often have a well-developed peat layer. Sites are less acidic than Western North American Boreal Black Spruce Dwarf-Tree Peatland (CES105.139). Sites with at least 40 cm of peat are classified as fens. The forest canopy is typically open to woodland and trees may be stunted. Common species include Picea mariana, Larix laricina, Betula nana, Ledum groenlandicum, Ledum palustre ssp. decumbens, Empetrum nigrum, Vaccinium vitis-idaea, Vaccinium uliginosum, Chamaedaphne calyculata, Carex spp., Eriophorum angustifolium, and Sphagnum spp.
2	Alaska	56	656	02.C.4.D029M062E656	2618	Western North American Boreal Herbaceous Fen	This system occurs in shallow depressions and basins, pond margins, and thermokarst pits with an open hydrologic regime. Fens are nutrient-rich and have a thick peat layer that may be floating or submerged. Standing water is usually present. Dominant species may include Menyanthes trifoliata, Equisetum fluviatile, Comarum palustre, Calla palustris, Eriophorum angustifolium, and Carex aquatilis. Other common but non-dominant species include Caltha palustris, Cicuta virosa (= Cicuta mackenzieana), Galium trifidum, Rumex arcticus, and Utricularia spp. Shrubs, including Myrica gale, Salix candida, Betula nana, and Alnus incana ssp. tenuifolia, are occasionally present but do not exceed 25% cover. Aquatic plants such as Myriophyllum spicatum, Hippuris vulgaris, Potamogeton spp., and Sparganium spp. may be present, and aquatic mosses are often present.This system is not associated with permafrost processes.
2	Alaska	57	657	02.C.4.D029M062E657	2620	Western North American Boreal Low Shrub Peatland	This ecological system occurs in lowlands of the boreal and boreal transition regions of Alaska and includes low shrub-dominated wetlands. Sites may be bogs, fens, or wetlands. Soils are saturated for at least a portion of the growing season, and permafrost is absent. An organic peat layer is usually present, but peat depth is variable but often less than 40 cm deep. Common species include Ledum palustre ssp. decumbens, Ledum groenlandicum, Betula nana, Rubus chamaemorus, Vaccinium oxycoccos (= Oxycoccus microcarpos), Myrica gale, Calamagrostis canadensis, Carex aquatilis, Comarum palustre, Salix fuscescens, Salix pulchra, Empetrum nigrum, Chamaedaphne calyculata, and Sphagnum spp. Myrica gale and Chamaedaphne calyculata indicate fen conditions. This system often occurs in association with other peatland systems.
2	Alaska	58	658	02.C.4.D029M062E658	2619	Western North American Boreal Sedge-Dwarf-Shrub Bog	This ecological system occurs in the boreal and boreal transition regions of Alaska and is not associated with permafrost processes. It includes bogs and poor fens (systems with little or no groundwater inputs) with thick (>40 cm) peat deposits. Organic soils are acidic and nutrient-poor. Common species include Vaccinium oxycoccos (= Oxycoccus microcarpos), Andromeda polifolia, Vaccinium uliginosum, Ledum palustre ssp. decumbens, Ledum groenlandicum, Betula nana, Empetrum nigrum, Carex microglochin, Carex rotundata, Carex rariflora, Carex lasiocarpa, Carex limosa, Carex chordorrhiza, Carex livida, Carex pluriflora, Carex pauciflora, Carex stylosa, Carex membranacea, Eriophorum brachyantherum, Eriophorum angustifolium, Rubus chamaemorus, and Drosera spp. Sphagnum spp. are usually abundant in the ground layer.
2	Alaska	59	659	02.C.4.D029M063E659	2658	Alaskan Pacific Maritime Dwarf-shrub-Sphagnum Peatland	This ecological system is a mosaic of dwarf-shrub- and herbaceous-dominated peatlands. It includes well-developed peatlands (bogs and poor fens) in basins or on flat to gently sloping terrain. Soils are acidic and are usually saturated throughout the growing season. Sphagnum spp. (especially Sphagnum fuscum) dominate the ground layer. Shrub cover is typically low and may include Ledum spp., Andromeda polifolia, Kalmia polifolia, Vaccinium oxycoccos (= Oxycoccus microcarpos), Empetrum nigrum, and Vaccinium uliginosum. Other common species include Drosera spp., Carex livida, Carex pluriflora, Carex pauciflora, Carex aquatilis var. dives (= Carex sitchensis), Trichophorum caespitosum, and Eriophorum angustifolium. This system includes raised bogs.
2	Alaska	60	660	02.C.4.D029M063E660	2659	Alaskan Pacific Maritime Mountain Hemlock Peatland	This ecological system is a mosaic of dwarf-tree dominated communities (Tsuga mertensiana (more common), Cupressus nootkatensis, or Picea sitchensis), and dwarf-shrub- and herbaceous-dominated peatland communities. It typically occurs on sloping terrain and may develop on fairly steep sideslopes in areas with very high rainfall and low permeability (such as Prince William Sound and Kenai Fjords). Stunted Tsuga mertensiana (more common), Chamaecyparis nootkatensis (= Cupressus nootkatensis), or Picea sitchensis may be present. Shrubs include Vaccinium uliginosum, Vaccinium caespitosum, and Empetrum nigrum. Common herbaceous species include Nephrophyllidium crista-galli, Trichophorum caespitosum, Dodecatheon pulchellum, Geum calthifolium, Cornus canadensis, Carex pauciflora, Carex anthoxanthea, and Eriophorum angustifolium. Sphagnum spp. are usually abundant in the ground layer. This system occurs at higher elevations (usually above 500 m) in the southern portion of its range (southeastern Alaska and British Columbia).
2	Alaska	61	661	02.C.4.D029M063E661	2657	Alaskan Pacific Maritime Shore Pine Peatland	This ecological system is a mosaic of shore pine-, dwarf-shrub- and herbaceous-dominated peatland communities. It includes well-developed peatlands on flat, rolling, or sloping terrain. Soils are poorly drained with deep organic layers. Trees are usually stunted and the tree canopy typically has less than <30% cover. Common species include Pinus contorta, Chamaecyparis nootkatensis (= Cupressus nootkatensis), Empetrum nigrum, Kalmia, Ledum spp., Vaccinium uliginosum, Carex aquatilis var. dives (= Carex sitchensis), Carex pluriflora, Carex pauciflora, Carex livida, Trichophorum caespitosum, Eriophorum angustifolium, Sanguisorba menziesii, and Cornus canadensis. Sphagnum spp. dominate the moss layer. This system includes a range of canopy structures and compositions from mixed conifer peatlands on sideslopes and benches with Chamaecyparis nootkatensis, Tsuga mertensiana, Tsuga heterophylla, and Pinus contorta, to peatlands on level ground with scrub Pinus contorta.
2	Alaska	62	662	02.C.4.D029M063E662	2656	Alaskan Pacific Maritime Shrub and Herbaceous Floodplain Wetland	Floodplain wetlands occur within the active and inactive portions of floodplain systems. Wetlands develop on poorly drained deposits, oxbows, and abandoned channels and are often mosaiced with well-drained floodplain vegetation. Frequent river channel migration and associated flooding and fluvial processes constitute the major disturbances. Wetland succession and species composition are variable due to diverse environmental conditions such as water depth, substrate, and nutrient input. Floodplain wetland vegetation includes the following classes: aquatic bed, freshwater marsh, fen, wet low shrub, and tall-shrub swamp. These have been described as unique systems in this classification, but because floodplain wetland dynamics are different from wetland dynamics outside the floodplain, we will consider floodplain wetlands a distinct system, and model succession accordingly.
2	Alaska	63	663	02.C.4.D029M063E663	2660	Alaskan Pacific Maritime Wet Low Shrubland	This wetland system typically occurs as a ring on the outer edge of peatlands or on uplifted tidal marshes that are relatively wet but no longer tidally influenced. It is a minor yet widespread system wherever mature peatlands and uplifted tidal marshes occur, such as the Copper River Delta and Yakutat Forelands. It also occurs on old lakebeds, drained beaver ponds, wet depressions, and the edge of tidal marshes. Soils are saturated for at least a portion of the growing season, and generally have a wet organic layer of variable depth (8 cm to 1 m deep) over silt, sand or gravel. The shrub layer is dominated by Myrica gale and/or Vaccinium uliginosum. In Katmai National Park and Preserve, Myrica gale is the dominant shrub, but Betula nana or Salix barclayi may also codominate. Species richness is often high and composition is variable. Common associated species may include Alnus viridis ssp. sinuata, Kalmia microphylla, Carex pauciflora, Carex livida, Carex aquatilis var. dives (= Carex sitchensis), Carex pluriflora, Carex viridula ssp. viridula, Trichophorum caespitosum, Eriophorum angustifolium, Equisetum variegatum, Drosera rotundifolia, Sanguisorba canadensis, Sanguisorba officinalis, Calamagrostis canadensis, and Rubus arcticus. Sphagnum spp. may be abundant in the ground layer.
2	Alaska	64	664	02.C.4.D029M063E664	2724	Aleutian Nonvascular Peatland	This ecological system occurs in shallow depressions, seepage channels on gentle slopes, and pond margins. Peat depth is >40 cm and may be over mineral soil, floating or submerged. The sites are wet, and patch size is small. Dominance ranges from mosses (Sphagnum spp. or Philonotis fontana var. americana and Parnassia kotzebuei) to liverworts (Scapania spp., Nardia spp., Marsupella spp., Siphula spp.)
2	Alaska	65	665	02.C.4.D029M063E665	2647	Aleutian Shrub-Sedge Peatland	This ecological system occurs in shallow depressions, seepage channels on gentle slopes, and pond margins. It is often mosaiced with the wet meadow and other wetland ecological systems. It occurs on peat, floating organic mats or mineral soil. The sites are wet, and patch size is small. This system has >25% shrub cover. Common shrubs include Andromeda polifolia, Betula nana, Empetrum nigrum, Ledum palustre ssp. decumbens, Salix pulchra, Vaccinium oxycoccos, and Vaccinium uliginosum. Common herbaceous species include Carex pluriflora, Cornus suecica, Comarum palustre, Rubus chamaemorus, Carex spp., and Eriophorum spp. Fruticose lichens may occur on the hummocks.
2	Alaska	66	666	02.C.4.D029M063E666	2723	Aleutian Wet Meadow and Herbaceous Peatland	This ecological system includes a variety of herbaceous wetlands. Wet meadows occur in shallow depressions, seepage channels on gentle slopes, old beaver ponds, pond margins, along streams, lake borders, wet slopes, valley toeslopes, terraces, late-melting snowbeds, in wet depressions of Empetrum heath, bedrock or colluvium. The organic layer ranges from thick (sometimes >40 cm) to relatively thin. It may be composed of sphagnum, sedge, or other organic material and can occur over mineral soil or may be floating. Vegetation has >25% herbaceous species cover and <25% shrub cover. Common genera and species include Eriophorum russeolum, Eriophorum angustifolium ssp. scabriusculum, Eriophorum scheuchzeri, Anthelia (liverwort), Saxifraga hirculus, Geum pentapetalum, Calamagrostis canadensis, Calamagrostis stricta ssp. inexpansa, Carex saxatilis, Carex nigricans, Carex pluriflora, Carex lyngbyei, Carex anthoxanthea, Leptarrhena pyrolifolia, Ranunculus eschscholtzii, Ranunculus flammula, Saxifraga rivularis, Caltha palustris, Claytonia sibirica, Deschampsia beringensis, Comarum palustre, Rubus chamaemorus, Juncus alpinoarticulatus ssp. nodulosus, Juncus triglumis, and Drosera spp. Shrubs include Salix planifolia, Ledum palustre ssp. decumbens, and Empetrum nigrum. Sphagnum may be common.
2	Alaska	67	667	02.C.5.D031M072E667	2729	Aleutian Floodplain Wetland	"Floodplain wetlands occur within the active and inactive portions of the floodplain systems (""floodplain forest and shrub"" and ""floodplain herbaceous meadow and shrub""). Wetlands develop on poorly drained deposits, oxbows, and abandoned channels, and are often mosaiced with well-drained floodplain vegetation. River channel migration, flooding and other fluvial processes constitute the major disturbance in this system. Wetland succession and species composition is variable due to diverse environmental conditions such as water depth, substrate, and nutrient input. This floodplain wetland system includes the following existing vegetation types: freshwater aquatic beds, freshwater marshes, wet meadow and herbaceous peatland - complex, and Aleutian Mesic-Wet Willow Shrubland (CES105.148). These have been described as unique systems in this classification, but because floodplain wetland dynamics are different from wetland dynamics outside the floodplain, floodplain wetlands are considered a distinct system, and model succession accordingly. Each type, however, has the same species composition as its correspondingly named system."
2	Alaska	68	668	02.C.5.D031M072E668	2722	Aleutian Freshwater Marsh	Freshwater marshes typically occur with other wetland systems on the margins of ponds and lakes. They are mostly small patch, semipermanently flooded, but some have seasonal flooding. Water is at or above the surface for most of the growing season. Soils are muck or mineral. Freshwater marshes have >10% cover of emergent herbaceous vegetation. Species include Carex aquatilis, Carex utriculata, Menyanthes trifoliata, Comarum palustre, Equisetum fluviatile, Equisetum palustre, and Hippuris spp. Species of Eriophorum do not commonly occur in this system. Species diversity is often low.
2	Alaska	69	669	02.C.5.D031M072E669	2727	Aleutian Shrub and Herbaceous Meadow Floodplain	This ecological system includes active and inactive unforested floodplains and outwash plains, and is mosaiced with Aleutian Floodplain Wetland (CES105.296). Small unforested floodplains and outwash plains are widespread in the Aleutian Islands and Alaska Peninsula. The substrate is typically well-drained sand or cobble alluvium, although finer silts and clays are found on higher terraces, on distal floodplains, and in lower energy systems (capped by an organic mat). Permafrost is absent. Patch size is small to large and often linear. These floodplains have several different kinds of plant communities, including shrublands dominated by tall or low willow, or alder (Alnus viridis ssp. sinuata), and mesic herbaceous meadows, or Leymus mollis grasslands. The tall willow, alder and mesic herbaceous types tend to dominate low-elevation floodplains on Kodiak Island and the Alaska Peninsula. The mesic herbaceous and Leymus mollis existing vegetation types dominate the Aleutian Island floodplains. Calamagrostis spp. is the dominant mesic herbaceous species, and others include Athyrium filix-femina, Leymus mollis, Gymnocarpium dryopteris, Geranium richardsonii, Fritillaria camschatcensis, Heracleum maximum, and Chamerion angustifolium ssp. angustifolium. Floodplains dominated by volcanic ash deposits are included.
2	Alaska	70	670	02.C.5.D031M072E670	2625	Western North American Boreal Freshwater Emergent Marsh	Freshwater marshes are found throughout boreal transition and boreal regions of western and northern Alaska. They are characterized by emergent herbaceous vegetation. Freshwater marshes typically occur with other wetland systems. They occur on the margins of ponds, lakes, and riparian systems and on inland deltas where rivers drain into large lakes. Inland marshes are mostly small patch, confined to limited areas in suitable floodplain or basin topography. They are typically semipermanently flooded, but some marshes have seasonal flooding. Water is at or above the surface for most of the growing season (typically 10 cm above the surface). Soils are muck or mineral, and water is nutrient-rich. These systems are highly productive and have high rates of decomposition. Freshwater marsh vegetation is dominated by emergent vegetation such as Carex utriculata, Schoenoplectus tabernaemontani (= Scirpus validus), Typha latifolia, Menyanthes trifoliata, and Equisetum fluviatile. Arctophila fulva becomes more common in the northern portions of boreal Alaska.
2	Alaska	71	671	02.C.5.D031M072E671	2617	Western North American Boreal Shrub and Herbaceous Floodplain Wetland	This system occurs within the active and inactive portions of floodplains. Wetlands develop on poorly drained deposits, oxbows, and abandoned channels and are often mosaiced with well-drained floodplain vegetation. Frequent river channel migration and associated flooding and fluvial processes constitute the major disturbances. Wetland succession and species composition are variable due to diverse environmental conditions such as water depth, substrate, and nutrient input. Floodplain wetland vegetation includes the following classes: aquatic bed, freshwater marsh, fen, and wet low shrub. These have been described as unique systems in this classification, but because floodplain wetland dynamics differ from wetland dynamics outside the floodplain, we will consider floodplain wetlands a distinct system and model succession accordingly. Wetland succession beginning in open water can proceed through the following wetland classes: aquatic bed, marsh, wet meadow or fen. Over time, fens can succeed to shrub bogs or wet low shrub. At any stage in succession, flooding can set back the vegetation to open water. Less dramatic changes in hydrology (such as an increase in water table from beaver activity) can reverse the direction of succession. Wetlands can also develop through paludification on poorly drained, fine-textured deposits.
2	Alaska	72	672	02.C.5.D031M072E672	2626	Western North American Boreal Wet Meadow	This ecological system is common throughout the boreal and boreal transition regions of Alaska in wet depressions, low-lying areas, and shallow drainage ways. These systems are minerotrophic with high nutrient levels and high rates of decomposition. Soils are mineral or muck and are saturated at some point during the growing season, but do not have standing water (water may be up to 5-10 cm deep during portions of the growing season, but it is not persistent). Wet meadows typically have a well-developed organic mat but not deep enough to be considered peatlands. Wet meadow vegetation may be seral to fens. Dominant species include Carex aquatilis, Carex utriculata, Carex lasiocarpa, Eriophorum angustifolium, Calamagrostis canadensis, and Equisetum palustre. Comarum palustre, Menyanthes trifoliata, Equisetum fluviatile are often present but not dominant. Shrubs may be a minor component of the canopy cover (less than 25% cover) and include Myrica gale, Alnus incana ssp. tenuifolia, and Salix spp.
2	Alaska	73	673	02.C.5.D031M073E673	2676	Alaskan Pacific Maritime Alpine Floodplain	This system includes active alpine and subalpine floodplains and consists of a complex of riparian vegetation, including gravel bars, herbaceous vegetation, and dwarf-, low, or tall shrub. Riparian zones are characterized by frequent flooding, shifting channels, and transport and deposition of alluvium. Tall and low shrubs reach their maximum elevation in riparian zones. This may be due to protection of the valley bottom and deeper winter snowpack or the favorable growing conditions of the riparian zone. Flooding regime and soil moisture control the pattern of vegetation cover. Common species occurring in frequently flooded areas include Chamerion latifolium, Chamerion angustifolium, Lupinus nootkatensis, Salix spp., and Alnus viridis ssp. sinuata. Species occurring in more stabilized areas of the floodplain may include Salix reticulata, Salix arctica(?), Phyllodoce aleutica, Harrimanella stelleriana, Luetkea pectinata, and Sanguisorba canadensis.
2	Alaska	74	674	02.C.5.D031M073E674	2673	Alaskan Pacific Maritime Alpine Wet Meadow	This small-patch ecological system often occurs as a mosaic of alpine wetlands including headwater fens, marshes, and riparian zones. Common species include Salix reticulata, Salix stolonifera, Viola spp., Lupinus nootkatensis, Mimulus guttatus, Mimulus lewisii, Petasites frigidus var. frigidus, Sanguisorba canadensis, and Leptarrhena pyrolifolia; Valeriana sitchensis, Castilleja parviflora, Ranunculus spp., Caltha spp., and Saxifraga spp. often occur along streambanks. Peatlands and associated wet meadows and marshes often feature Trichophorum caespitosum, Carex anthoxanthea, and Juncus mertensianus.
2	Alaska	75	675	02.C.5.D031M073E675	2665	Alaskan Pacific Maritime Coastal Meadow and Slough-Levee	This ecological system includes moist and wet meadows associated with delta deposits, uplifted marshes, or beach deposits. These meadows occur inland of tidal marshes and are also common along sloughs and levees. Meadows are dominated by a wide variety of graminoids and forbs, including Deschampsia beringensis, Festuca rubra, Argentina egedii (= Potentilla egedii), Lathyrus japonicus var. maritimus, Castilleja spp., Heracleum maximum, Parnassia palustris, Lupinus nootkatensis, Achillea millefolium var. borealis (= Achillea borealis), Angelica lucida, and Carex mackenziei. Leymus mollis and Lupinus nootkatensis are common on levees, and Carex lyngbyei often dominates in sloughs and wet depressions.
2	Alaska	76	676	02.C.5.D031M073E676	2661	Alaskan Pacific Maritime Fen and Wet Meadow	This ecological system includes herbaceous wetlands in fens (not including bogs) and non-peatlands. The fen/wet meadow system may be dominated either by sedges, sedges with a variety of forbs, or forbs. The organic layer ranges from thick to thin, and may be composed of sphagnum, sedge, or other organic material and can occur over mineral soil, or may be floating or submerged. Rich fens consistently feature Carex aquatilis var. dives (= Carex sitchensis), although a variety of other sedges and forbs may be present, including Dodecatheon pulchellum, Parnassia fimbriata, Eriophorum russeolum, Menyanthes trifoliata, and Comarum palustre. Ericaceous shrubs are absent. Bryophytes (when present) include Calliergon giganteum, Sphagnum squarrosum, and Sphagnum riparium. Mixed sedge and forb meadows include Carex saxatilis, Carex lyngbyei, Sanguisorba canadensis, Swertia perennis, and Platanthera dilatata. Forb-dominated sites include Equisetum fluviatile, Comarum palustre (= Potentilla palustris), and Menyanthes trifoliata.
2	Alaska	77	677	02.C.5.D031M073E677	2672	Alaskan Pacific Maritime Subalpine Copperbush Shrubland	This ecological system occurs in the lower alpine and subalpine. Elliottia pyroliflorus dominates the overstory (10 to 80% cover) and ranges in height from 0.6-1.5 m (2-5 feet). Other species include Phyllodoce aleutica, Nephrophyllidium crista-galli, Cornus suecica, Luetkea pectinata, Athyrium filix-femina, Cassiope mertensiana, Dryopteris expansa, Gymnocarpium dryopteris, Viola glabella, and Rubus spectabilis. Krummholz Tsuga mertensiana occur in some sites. Adjacent to this system at higher elevations are alpine herbaceous meadows or dwarf-shrublands; at lower elevations Tsuga mertensiana forests or woodlands are common.
